country,panel,variable,date,value,baseline,mad,score
Kosovo,Non_Civic_Related,arrestNorm,2023-06-01,0.05229793977812995,0.032340903664521234,0.003409294881026457,3.948275791596251
Kosovo,Non_Civic_Related,arrestNorm,2023-08-01,0.05796010538200978,0.033813014200180916,0.003409294881026457,4.777231198457883
Kosovo,Non_Civic_Related,arrestNorm,2024-05-01,0.0946854001221747,0.04336250891994373,0.008344056359138173,4.148679536136652
Kosovo,Non_Civic_Related,protestNorm,2015-10-01,0.008359456635318705,0.0013585402655471237,0.0010269752788097232,4.598020513942925
Kosovo,Non_Civic_Related,protestNorm,2022-08-01,0.010036496350364963,0.003109585988489443,0.0013044478472506386,3.581697068729192
Kosovo,Non_Civic_Related,protestNorm,2022-09-01,0.02446280991735537,0.003669324071669277,0.001398936749121068,10.025481187076087
Kosovo,Non_Civic_Related,protestNorm,2024-04-01,0.013505578391074574,0.004117202967436772,0.001405264859833604,4.506177198859632
Kosovo,Non_Civic_Related,legalactionNorm,2022-02-01,0.04433833560709413,0.029643363249881906,0.0026762845509626827,3.7035012073504476
Kosovo,Non_Civic_Related,legalactionNorm,2025-10-01,0.06976744186046512,0.04372042015077539,0.0033597795794941474,5.229055966140826
Kosovo,Non_Civic_Related,disasterNorm,2020-03-01,0.12570621468926554,0.01576595856310111,0.0029832163778787365,24.85695888553555
Kosovo,Non_Civic_Related,disasterNorm,2020-04-01,0.17738359201773837,0.01576595856310111,0.0038003885085489747,28.683804323797723
Kosovo,Non_Civic_Related,disasterNorm,2020-05-01,0.13962264150943396,0.01675182812675012,0.0038003885085489747,21.8070410563461
Kosovo,Non_Civic_Related,disasterNorm,2020-06-01,0.12344280860702152,0.01815637869914377,0.004270926484444345,16.627475169566843
Kosovo,Non_Civic_Related,disasterNorm,2020-07-01,0.08358662613981763,0.01884123691943149,0.004651889376467098,9.387619355005288
Kosovo,Non_Civic_Related,disasterNorm,2020-08-01,0.11240875912408758,0.023665550383912715,0.008822052394386978,6.784869504927696
Kosovo,Non_Civic_Related,disasterNorm,2024-06-01,0.04537313432835821,0.024857633235610604,0.0032909122513901535,4.2047659907203485
Kosovo,Non_Civic_Related,disasterNorm,2024-07-01,0.05635148042024833,0.024857633235610604,0.003545846501545862,5.990758172172778
Kosovo,Non_Civic_Related,disasterNorm,2024-08-01,0.07186472522310944,0.024857633235610604,0.003950775815720469,8.025221033619276
Kosovo,Non_Civic_Related,censorNorm,2024-04-01,0.002348796241926013,0.0003739502965595734,0.00037880511937652143,3.5163604539765982
Kosovo,Non_Civic_Related,electionactivityNorm,2016-11-01,0.005688282138794084,0.0010501608850883768,0.000614100223629773,5.094233492483669
Kosovo,Non_Civic_Related,electionactivityNorm,2016-12-01,0.016826923076923076,0.0010501608850883768,0.0007236218806473686,14.70558118465446
Kosovo,Non_Civic_Related,electionactivityNorm,2017-06-01,0.027820710973724884,0.0017913071268775968,0.0015097364270728368,11.628912209148163
Kosovo,Non_Civic_Related,electionactivityNorm,2017-10-01,0.01971326164874552,0.002913549459684123,0.001666666666666667,6.798750380032939
Kosovo,Non_Civic_Related,electionactivityNorm,2019-10-01,0.035942492012779555,0.002024287583553026,0.0011110117459374068,20.59160539859883
Kosovo,Non_Civic_Related,electionactivityNorm,2021-02-01,0.024800220446403967,0.0025349826768475228,0.0015012857177251688,10.003223873914385
Kosovo,Non_Civic_Related,electionactivityNorm,2021-03-01,0.011152416356877323,0.0025349826768475228,0.001640545400986508,3.5429555220400095
Kosovo,Non_Civic_Related,electionactivityNorm,2021-10-01,0.028722426470588234,0.005032271875076089,0.0018356703769724573,8.704607627649638
Kosovo,Non_Civic_Related,electionactivityNorm,2021-11-01,0.020363101079489694,0.005309981217361431,0.002270993411505795,4.470814488874709
Kosovo,Non_Civic_Related,electionactivityNorm,2025-02-01,0.006974716652136007,0.0011980726096568238,0.0005063443642895741,7.694946961450677
Kosovo,Non_Civic_Related,electionactivityNorm,2025-03-01,0.005502063273727648,0.0011980726096568238,0.0006042113398630084,4.804613452715895
Kosovo,Non_Civic_Related,electionactivityNorm,2025-04-01,0.010841836734693877,0.0011980726096568238,0.0006846463257850402,9.500715250974203
Kosovo,Non_Civic_Related,electionactivityNorm,2025-05-01,0.009708737864077669,0.0013272059273988163,0.0006982564568947867,8.096260028426334
Kosovo,Non_Civic_Related,electionactivityNorm,2025-06-01,0.008059100067159167,0.0014388757308246517,0.0009100540634779937,4.906609749595039
