country,panel,variable,date,value,baseline,mad,score
Belarus,Non_Civic_Related,arrestNorm,2014-04-01,0.010309278350515464,0.0060562621328658,0.0006896868314986366,4.1593082652825295
Belarus,Non_Civic_Related,arrestNorm,2014-07-01,0.009554831704668839,0.0059964470011207695,0.0006628407323691706,3.6209265423798622
Belarus,Non_Civic_Related,arrestNorm,2017-03-01,0.014841976602060415,0.007739640546100139,0.0010284273470949684,4.658044201152778
Belarus,Non_Civic_Related,arrestNorm,2022-03-01,0.02358490566037736,0.013142410345373397,0.0018831676647187556,3.7401696767662544
Belarus,Non_Civic_Related,arrestNorm,2022-04-01,0.02423343224530168,0.013142410345373397,0.0018831676647187556,3.9724512717625746
Belarus,Non_Civic_Related,arrestNorm,2024-09-01,0.02782652293807972,0.017641295577669344,0.0010427509909127844,6.58819008337877
Belarus,Non_Civic_Related,arrestNorm,2024-10-01,0.025086306098964326,0.017873835006499073,0.0010427509909127844,4.6652989517674435
Belarus,Non_Civic_Related,protestNorm,2017-03-01,0.0022699493626680634,0.0006539319081285532,0.0002512604569921492,4.338083490287713
Belarus,Non_Civic_Related,protestNorm,2020-08-01,0.006578947368421052,0.000877053095489151,0.00036708258838223716,10.476865752620332
Belarus,Non_Civic_Related,protestNorm,2020-09-01,0.004226954966672086,0.000877053095489151,0.0003851263380034388,5.866848445057712
Belarus,Non_Civic_Related,protestNorm,2020-10-01,0.007050152219195641,0.0010273875542035503,0.0005376448874052624,7.55572908475788
Belarus,Non_Civic_Related,legalactionNorm,2016-03-01,0.016144532000768787,0.009615525252866191,0.0010874638584392063,4.049564209279719
Belarus,Non_Civic_Related,disasterNorm,2018-03-01,0.02540106951871658,0.013228866138028521,0.0018214234036133415,4.5074850177376575
Belarus,Non_Civic_Related,disasterNorm,2020-01-01,0.02852529601722282,0.01817364290385873,0.0009256342459486137,7.5430380853247
Belarus,Non_Civic_Related,disasterNorm,2020-02-01,0.025506376594148537,0.01817364290385873,0.0009256342459486137,5.3432131940349095
Belarus,Non_Civic_Related,disasterNorm,2020-03-01,0.061692506459948324,0.01865221392780448,0.001885238036828758,15.39873428765189
Belarus,Non_Civic_Related,disasterNorm,2020-04-01,0.0809206716850029,0.01865221392780448,0.0029938242278541322,14.028712498660221
Belarus,Non_Civic_Related,disasterNorm,2020-05-01,0.06021780909673286,0.01865221392780448,0.0029938242278541322,9.364480918000366
Belarus,Non_Civic_Related,disasterNorm,2020-06-01,0.0457757789913267,0.019138907980313855,0.0032195599020929475,5.58036623161406
Belarus,Non_Civic_Related,disasterNorm,2021-07-01,0.050237341772151896,0.03426987015542003,0.002075047853210405,5.190199368668925
Belarus,Non_Civic_Related,disasterNorm,2024-04-01,0.02941863180014009,0.01909287925696594,0.0019199555002972074,3.627492759043008
Belarus,Non_Civic_Related,disasterNorm,2024-07-01,0.05539772727272727,0.019895528171743004,0.0033126222874486086,7.228685662546629
Belarus,Non_Civic_Related,censorNorm,2014-12-01,0.0006161429451632779,8.704735376044568e-05,8.743783533356017e-05,4.081414938048468
Belarus,Non_Civic_Related,censorNorm,2021-05-01,0.001642845408247084,0.00024209096867765597,0.00015870099330153993,5.953308206396892
Belarus,Non_Civic_Related,electionactivityNorm,2015-10-01,0.005744849445324881,0.0007895752895752896,0.00022081977726408377,15.135811973622108
Belarus,Non_Civic_Related,electionactivityNorm,2017-11-01,0.0018625827814569536,0.0004818424595773634,0.0002351284300644325,3.960799585525745
Belarus,Non_Civic_Related,electionactivityNorm,2018-02-01,0.003575259206292456,0.0006191168947374938,0.000337944856848271,5.9000473965988265
Belarus,Non_Civic_Related,electionactivityNorm,2019-11-01,0.006622516556291391,0.0007400086256082405,0.00033908540434535693,11.701173777897239
Belarus,Non_Civic_Related,electionactivityNorm,2020-07-01,0.0015850372483753369,0.0005366394790186908,0.00019363281517760126,3.651935789077611
Belarus,Non_Civic_Related,electionactivityNorm,2020-08-01,0.006401137980085348,0.0006027087279613572,0.00019363281517760126,20.19795532306461
Belarus,Non_Civic_Related,electionactivityNorm,2022-02-01,0.013110846245530394,0.0005757481260755576,0.00019533775710356334,43.28301899269888
Belarus,Non_Civic_Related,electionactivityNorm,2024-02-01,0.0034255599472990776,0.0006771312973273911,0.0002853715504948913,6.496056541977622
Belarus,Non_Civic_Related,electionactivityNorm,2025-01-01,0.007263922518159807,0.0007230708815109492,0.0004391379393013652,10.046374027818606
Belarus,Non_Civic_Related,activismNorm,2013-09-01,0.0009551098376313276,0.0002716675583918195,0.00012098294860236035,3.8102518355522834
Belarus,Non_Civic_Related,activismNorm,2013-12-01,0.0012186629526462396,0.0003299523222568641,0.00017008767568569574,3.5242242310015
Belarus,Non_Civic_Related,activismNorm,2018-10-01,0.0015154066341134872,0.0003922439677492395,0.00015306142036963392,4.9494042197067785
Belarus,Non_Civic_Related,martiallawNorm,2020-03-01,0.003229974160206718,0.0005186996622553328,0.00030584874927550433,5.979195924798306
Belarus,Non_Civic_Related,martiallawNorm,2020-04-01,0.0023161551823972205,0.0006027087279613572,0.00031720533331460973,3.643393344930546
Belarus,Non_Civic_Related,martiallawNorm,2024-06-01,0.0057692307692307696,0.0010494444240951477,0.0008123068460738642,3.9190267715758154
Belarus,Non_Civic_Related,cooperateNorm,2018-10-01,0.014312173766627379,0.008026590705163827,0.0011600029955148236,3.654790297328673
Belarus,Non_Civic_Related,cooperateNorm,2019-08-01,0.01398039530772939,0.008963132823612345,0.0008889659225912727,3.8067794247288247
Belarus,Non_Civic_Related,cooperateNorm,2019-10-01,0.019848038455574507,0.009726309349906093,0.00165789663207222,4.117876000004598
Belarus,Non_Civic_Related,cooperateNorm,2022-04-01,0.028931750741839762,0.01338377820230841,0.0028947787475155614,3.6227168710251743
Belarus,Non_Civic_Related,coupNorm,2015-05-01,0.0009302325581395349,0.00010688328345446772,0.00010060215342734553,5.5201748538901825
Belarus,Non_Civic_Related,coupNorm,2020-06-01,0.00064246707356248,0.00016109645347487712,3.0599678944534663e-05,10.610569990656623
Belarus,Non_Civic_Related,coupNorm,2021-02-01,0.00033444816053511704,0.00016086472013239115,2.6452907522838735e-05,4.425994626439864
Belarus,Non_Civic_Related,coupNorm,2021-07-01,0.0005933544303797469,0.0001622576365395774,2.6452907522838735e-05,10.992016799443968
Belarus,Non_Civic_Related,coupNorm,2021-08-01,0.0003399048266485384,0.0001622576365395774,2.6452907522838735e-05,4.5296112751320665
Belarus,Non_Civic_Related,coupNorm,2021-11-01,0.0008548835221201111,0.00015894718592694712,9.394502809963821e-05,4.996567007765831
Belarus,Non_Civic_Related,coupNorm,2022-12-01,0.0010601643254704478,0.0,0.00019200124540299726,3.724304181234191
Belarus,Non_Civic_Related,violencenonlethalNorm,2017-07-01,0.013929454055268478,0.008058407470522135,0.0005912250828221709,6.697900317363756
Belarus,Non_Civic_Related,violencenonlethalNorm,2017-11-01,0.014486754966887417,0.008548128140776334,0.000906324101943105,4.419554671010169
Belarus,Non_Civic_Related,violencelethalNorm,2013-07-01,0.005175983436853002,0.0029778238282181955,0.0003446457848720339,4.3019192717803465
Belarus,Non_Civic_Related,violencelethalNorm,2013-10-01,0.005575912059901227,0.0029778238282181955,0.00038956243581401463,4.498345691142866
Belarus,Non_Civic_Related,corruptionNorm,2013-10-01,0.002867611916520631,0.0017983589682502488,0.00019854061349210345,3.632512363422122
Belarus,Non_Civic_Related,corruptionNorm,2015-11-01,0.005591397849462366,0.0021168067516382965,0.0004464042091258349,5.249904773593547
Belarus,Non_Civic_Related,corruptionNorm,2022-03-01,0.004220456802383317,0.0018097820254710899,0.00026029368897412556,6.246704895300899
Belarus,Non_Civic_Related,corruptionNorm,2022-05-01,0.0033205619412515963,0.0019091597105551006,0.000207895633259773,4.579113796584221
Belarus,Non_Civic_Related,corruptionNorm,2022-06-01,0.0036880927291886197,0.0019091597105551006,0.000207895633259773,5.771520372901865
Belarus,Non_Civic_Related,corruptionNorm,2022-07-01,0.004592112371690978,0.0019635411207533215,0.000207895633259773,8.528062814902531
Belarus,Non_Civic_Related,legalchangeNorm,2018-10-01,0.015827580400740865,0.00991122688464808,0.0008266774289741345,4.827186078315325
Belarus,Non_Civic_Related,mobilizesecurityNorm,2018-04-01,0.001378224059854302,0.0004230755119992197,0.00017946791637324665,3.5897161034393026
Belarus,Non_Civic_Related,mobilizesecurityNorm,2020-12-01,0.001444460494005489,0.0004277775081182211,0.0001776837645385494,3.8593468631134287
Belarus,Non_Civic_Related,mobilizesecurityNorm,2024-12-01,0.0034871244635193135,0.001088116631075259,0.00044440281005034076,3.6410854708866394
Belarus,Non_Civic_Related,purgeNorm,2017-10-01,0.0018337408312958435,0.00040168806596412596,0.0002556324457765591,3.7784967176796456
Belarus,Non_Civic_Related,threatenNorm,2017-10-01,0.0012224938875305623,0.0004336113634812388,7.428806204791229e-05,7.162577110177758
Belarus,Non_Civic_Related,threatenNorm,2019-02-01,0.002517985611510791,0.0004891799825056364,0.00030555936293151227,4.478379050177534
