country,panel,variable,date,value,baseline,mad,score
Ukraine,Civic_Related,arrestNorm,2016-06-01,0.03987167736021998,0.019905521580435397,0.0033273969127726594,4.047304222721394
Ukraine,Civic_Related,arrestNorm,2023-03-01,0.019149227191902613,0.010486773464101831,0.0011595032313631761,5.03900708144311
Ukraine,Civic_Related,arrestNorm,2023-07-01,0.016962714034245478,0.011843748640378227,0.0009794482276567961,3.5251427883064923
Ukraine,Civic_Related,arrestNorm,2023-08-01,0.018404907975460124,0.011988818325419887,0.0011595032313631761,3.7322821220927547
Ukraine,Civic_Related,protestNorm,2013-11-01,0.06321839080459771,0.019681525053924353,0.004518238686267719,6.499261257412521
Ukraine,Civic_Related,protestNorm,2013-12-01,0.12343591477849171,0.019681525053924353,0.004518238686267719,15.488641035509799
Ukraine,Civic_Related,protestNorm,2014-01-01,0.09444708115804461,0.02041051643360129,0.006512395393500595,7.6679893883386185
Ukraine,Civic_Related,protestNorm,2017-10-01,0.029153827921308367,0.010173434041086095,0.0026067912063937144,4.911057031355693
Ukraine,Civic_Related,protestNorm,2024-02-01,0.016623568526043592,0.005950048082635967,0.0019919740842650217,3.6140986808165523
Ukraine,Civic_Related,protestNorm,2025-07-01,0.01197903668579985,0.0043375076022866745,0.001002446844752849,5.141560155613073
Ukraine,Civic_Related,protestNorm,2025-10-01,0.026402640264026403,0.004826985766061269,0.000959740135689547,15.163041585294847
Ukraine,Civic_Related,legalactionNorm,2019-10-01,0.12944983818770225,0.06114434132727532,0.011522322456059594,3.998449672755562
Ukraine,Civic_Related,legalactionNorm,2019-11-01,0.1353515625,0.06383468005966877,0.011522322456059594,4.186436938953159
Ukraine,Civic_Related,legalactionNorm,2023-11-01,0.029524453459544738,0.022472980776377452,0.001087510034534134,4.373433820806445
Ukraine,Civic_Related,disasterNorm,2015-06-01,0.024254767635623033,0.009394864131275327,0.002447640071450964,4.094910733527432
Ukraine,Civic_Related,disasterNorm,2018-10-01,0.027267668336115748,0.010666916745614947,0.0027201548470822913,4.116329465643999
Ukraine,Civic_Related,disasterNorm,2020-01-01,0.025826446280991736,0.0067455107469114785,0.0012557860244058272,10.248493333882356
Ukraine,Civic_Related,disasterNorm,2020-03-01,0.01823238566131026,0.007100228601696942,0.001231791172472456,6.0956250032870125
Ukraine,Civic_Related,disasterNorm,2020-04-01,0.06099935107073329,0.007850007833002751,0.001231791172472456,29.10293699714001
Ukraine,Civic_Related,disasterNorm,2020-05-01,0.020361247947454843,0.008615917855268346,0.001231791172472456,6.43137959681987
Ukraine,Civic_Related,disasterNorm,2020-06-01,0.04550016728002677,0.008615917855268346,0.0020923706518552977,11.889903629249515
Ukraine,Civic_Related,disasterNorm,2023-06-01,0.042071197411003236,0.014330658027918355,0.0017835090054957072,10.490968881644012
Ukraine,Civic_Related,disasterNorm,2025-11-01,0.5,0.010127568935845096,0.0033018736725856507,100.06876726339593
Ukraine,Civic_Related,censorNorm,2015-09-01,0.01019819126419088,0.0032163037486218305,0.0008194682662981251,5.746675992994582
Ukraine,Civic_Related,censorNorm,2016-05-01,0.0076713684731502104,0.00302533453252237,0.0008194682662981251,3.824073597534597
Ukraine,Civic_Related,censorNorm,2017-05-01,0.022862368541380886,0.003633947748585335,0.0016299719345176321,7.956819298184015
Ukraine,Civic_Related,censorNorm,2021-02-01,0.024864520242269685,0.003253112468797,0.0013683296724461517,10.652911455489631
Ukraine,Civic_Related,censorNorm,2022-03-01,0.007691925959009478,0.00339726372335068,0.0007747629994130335,3.73883367587188
Ukraine,Civic_Related,electionactivityNorm,2015-10-01,0.15120967741935484,0.013104123890821766,0.016480988828794195,5.65202250029139
Ukraine,Civic_Related,electionactivityNorm,2018-03-01,0.042728817674192766,0.017270883715626545,0.004869411018638727,3.5263281626241993
Ukraine,Civic_Related,electionactivityNorm,2018-11-01,0.05452480121166225,0.020939782818915717,0.00348379592897804,6.502328214558809
Ukraine,Civic_Related,electionactivityNorm,2018-12-01,0.06187467087941022,0.02176204624138174,0.004162700949633669,6.499528787693575
Ukraine,Civic_Related,electionactivityNorm,2019-01-01,0.15415384615384614,0.022798715656871582,0.004800107958614177,18.457464393286358
Ukraine,Civic_Related,electionactivityNorm,2019-02-01,0.11398963730569948,0.026198353014453245,0.007916072700740202,7.48027617425639
Ukraine,Civic_Related,electionactivityNorm,2019-03-01,0.19263271939328278,0.03144702352210802,0.0124595146593958,8.72572210049346
Ukraine,Civic_Related,electionactivityNorm,2019-04-01,0.1943042537851478,0.03144702352210802,0.0124595146593958,8.816209935074566
Ukraine,Civic_Related,electionactivityNorm,2023-09-01,0.018560606060606062,0.006476093325689701,0.0020786231834597686,3.9212937858758767
Ukraine,Civic_Related,electionactivityNorm,2023-10-01,0.021662153717975422,0.006476093325689701,0.0020786231834597686,4.927712482452685
Ukraine,Civic_Related,electionactivityNorm,2024-03-01,0.026389146998699126,0.009188403061093472,0.0032843611479361793,3.532419950019309
