date,year,month,-999Norm,cr_-999Norm,nr_-999Norm,activismNorm,cr_activismNorm,nr_activismNorm,arrestNorm,cr_arrestNorm,nr_arrestNorm,censorNorm,cr_censorNorm,nr_censorNorm,cooperateNorm,cr_cooperateNorm,nr_cooperateNorm,corruptionNorm,cr_corruptionNorm,nr_corruptionNorm,coupNorm,cr_coupNorm,nr_coupNorm,defamationcaseNorm,cr_defamationcaseNorm,nr_defamationcaseNorm,disasterNorm,cr_disasterNorm,nr_disasterNorm,electionactivityNorm,cr_electionactivityNorm,nr_electionactivityNorm,electionirregularitiesNorm,cr_electionirregularitiesNorm,nr_electionirregularitiesNorm,legalactionNorm,cr_legalactionNorm,nr_legalactionNorm,legalchangeNorm,cr_legalchangeNorm,nr_legalchangeNorm,martiallawNorm,cr_martiallawNorm,nr_martiallawNorm,mobilizesecurityNorm,cr_mobilizesecurityNorm,nr_mobilizesecurityNorm,protestNorm,cr_protestNorm,nr_protestNorm,purgeNorm,cr_purgeNorm,nr_purgeNorm,raidNorm,cr_raidNorm,nr_raidNorm,threatenNorm,cr_threatenNorm,nr_threatenNorm,violencelethalNorm,cr_violencelethalNorm,nr_violencelethalNorm,violencenonlethalNorm,cr_violencenonlethalNorm,nr_violencenonlethalNorm,total_articles
2012-01-01,2012,1,0.8181818181818181,0.109090909090909,0.7090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181818181818181,0.0,0.0181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0727272727272726,0.0181818181818181,0.0545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0181818181818181,0.0,0.0181818181818181,0.0181818181818181,0.0181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363636363636363,0.0,0.0363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181818181818181,0.0181818181818181,0.0,0.0,0.0,0.0,9
2012-02-01,2012,2,0.881578947368421,0.1578947368421052,0.7236842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.0131578947368421,0.0131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0394736842105263,0.0131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
2012-03-01,2012,3,0.8271604938271604,0.1234567901234567,0.7037037037037037,0.0,0.0,0.0,0.0123456790123456,0.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0123456790123456,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246913580246912,0.0123456790123456,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0493827160493826,0.0246913580246913,0.0246913580246913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0246913580246912,0.0123456790123456,0.0123456790123456,0.0123456790123456,0.0123456790123456,0.0,0.0,0.0,0.0,0.0123456790123456,0.0123456790123456,0.0,0.0123456790123456,0.0123456790123456,0.0,0.0123456790123456,0.0123456790123456,0.0,19
2012-04-01,2012,4,0.8373983739837398,0.1463414634146341,0.6910569105691057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016260162601626,0.008130081300813,0.008130081300813,0.008130081300813,0.008130081300813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.008130081300813,0.016260162601626,0.032520325203252,0.032520325203252,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.024390243902439,0.016260162601626,0.0,0.016260162601626,0.0,0.0,0.0,0.0,0.0,0.0,0.016260162601626,0.0,0.016260162601626,0.016260162601626,0.016260162601626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008130081300813,0.0,0.008130081300813,27
2012-05-01,2012,5,0.8553459119496855,0.1572327044025157,0.6981132075471698,0.0,0.0,0.0,0.0062893081761006,0.0,0.0062893081761006,0.0,0.0,0.0,0.0062893081761006,0.0062893081761006,0.0,0.0125786163522012,0.0062893081761006,0.0062893081761006,0.0,0.0,0.0,0.0,0.0,0.0,0.0251572327044024,0.0062893081761006,0.0188679245283018,0.0062893081761006,0.0062893081761006,0.0,0.0,0.0,0.0,0.044025157232704296,0.0251572327044025,0.0188679245283018,0.0125786163522012,0.0125786163522012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125786163522012,0.0125786163522012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062893081761006,0.0,0.0062893081761006,0.0,0.0,0.0,0.0188679245283018,0.0062893081761006,0.0125786163522012,37
2012-06-01,2012,6,0.6724738675958188,0.3310104529616725,0.3414634146341463,0.0034843205574912,0.0,0.0034843205574912,0.0034843205574912,0.0034843205574912,0.0,0.0034843205574912,0.0034843205574912,0.0,0.0139372822299651,0.0139372822299651,0.0,0.013937282229965,0.0069686411149825,0.0069686411149825,0.0940766550522648,0.0940766550522648,0.0,0.0,0.0,0.0,0.0034843205574912,0.0,0.0034843205574912,0.0104529616724737,0.0069686411149825,0.0034843205574912,0.0,0.0,0.0,0.0383275261324041,0.0209059233449477,0.0174216027874564,0.0139372822299651,0.0139372822299651,0.0,0.0,0.0,0.0,0.0069686411149825,0.0069686411149825,0.0,0.0174216027874563,0.0139372822299651,0.0034843205574912,0.0801393728222996,0.0801393728222996,0.0,0.0,0.0,0.0,0.0034843205574912,0.0034843205574912,0.0,0.017421602787456303,0.0069686411149825,0.0104529616724738,0.0104529616724737,0.0069686411149825,0.0034843205574912,174
2012-07-01,2012,7,0.8129496402877697,0.3093525179856115,0.5035971223021583,0.0,0.0,0.0,0.014388489208633,0.0071942446043165,0.0071942446043165,0.0,0.0,0.0,0.0287769784172661,0.0071942446043165,0.0215827338129496,0.0071942446043165,0.0071942446043165,0.0,0.0071942446043165,0.0071942446043165,0.0,0.0,0.0,0.0,0.014388489208633,0.0,0.014388489208633,0.0215827338129496,0.0215827338129496,0.0,0.0,0.0,0.0,0.0215827338129495,0.014388489208633,0.0071942446043165,0.0071942446043165,0.0071942446043165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014388489208633,0.014388489208633,0.0,0.014388489208633,0.014388489208633,0.0,0.0,0.0,0.0,0.014388489208633,0.014388489208633,0.0,0.0,0.0,0.0,0.014388489208633,0.0,0.014388489208633,59
2012-08-01,2012,8,0.8055555555555556,0.2361111111111111,0.5694444444444444,0.0069444444444444,0.0,0.0069444444444444,0.0208333333333333,0.0,0.0208333333333333,0.0,0.0,0.0,0.0138888888888888,0.0138888888888888,0.0,0.0208333333333332,0.0138888888888888,0.0069444444444444,0.0069444444444444,0.0069444444444444,0.0,0.0,0.0,0.0,0.0138888888888888,0.0,0.0138888888888888,0.0208333333333333,0.0208333333333333,0.0,0.0069444444444444,0.0069444444444444,0.0,0.0277777777777777,0.0208333333333333,0.0069444444444444,0.0069444444444444,0.0,0.0069444444444444,0.0,0.0,0.0,0.0069444444444444,0.0,0.0069444444444444,0.0069444444444444,0.0069444444444444,0.0,0.0069444444444444,0.0069444444444444,0.0,0.0069444444444444,0.0,0.0069444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333332,0.0138888888888888,0.0069444444444444,50
2012-09-01,2012,9,0.8148148148148148,0.2098765432098765,0.6049382716049383,0.0,0.0,0.0,0.0123456790123456,0.0061728395061728,0.0061728395061728,0.0,0.0,0.0,0.0123456790123456,0.0,0.0123456790123456,0.0123456790123456,0.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0123456790123456,0.0061728395061728,0.0061728395061728,0.0,0.0,0.0,0.0061728395061728,0.0061728395061728,0.0,0.0185185185185185,0.0,0.0185185185185185,0.0123456790123456,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370370370370369,0.0246913580246913,0.0123456790123456,0.0123456790123456,0.0123456790123456,0.0,0.0,0.0,0.0,0.0061728395061728,0.0061728395061728,0.0,0.0246913580246912,0.0123456790123456,0.0123456790123456,0.0246913580246913,0.0061728395061728,0.0185185185185185,49
2012-10-01,2012,10,0.8384615384615385,0.1923076923076923,0.6461538461538462,0.0076923076923076,0.0,0.0076923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0230769230769229,0.0153846153846153,0.0076923076923076,0.0076923076923076,0.0,0.0076923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0230769230769229,0.0076923076923076,0.0153846153846153,0.0153846153846153,0.0153846153846153,0.0,0.0,0.0,0.0,0.030769230769230597,0.0076923076923076,0.023076923076923,0.0076923076923076,0.0076923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153846153846153,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030769230769230597,0.0076923076923076,0.023076923076923,0.0,0.0,0.0,35
2012-11-01,2012,11,0.8275862068965517,0.2068965517241379,0.6206896551724138,0.0,0.0,0.0,0.0172413793103448,0.0,0.0172413793103448,0.0,0.0,0.0,0.0086206896551724,0.0086206896551724,0.0,0.0086206896551724,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0086206896551724,0.043103448275862,0.0344827586206896,0.0086206896551724,0.0,0.0,0.0,0.0344827586206896,0.0086206896551724,0.0258620689655172,0.0172413793103448,0.0,0.0172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0172413793103448,0.0172413793103448,0.0,0.0086206896551724,0.0,0.0086206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0086206896551724,0.0,0.0086206896551724,0.0086206896551724,0.0,0.0086206896551724,32
2012-12-01,2012,12,0.7662337662337662,0.1298701298701298,0.6363636363636364,0.0129870129870129,0.0129870129870129,0.0,0.0194805194805194,0.0,0.0194805194805194,0.0,0.0,0.0,0.0064935064935064,0.0,0.0064935064935064,0.0064935064935064,0.0064935064935064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389610389610388,0.0064935064935064,0.0324675324675324,0.025974025974025802,0.0194805194805194,0.0064935064935064,0.0,0.0,0.0,0.0324675324675323,0.0129870129870129,0.0194805194805194,0.0324675324675323,0.0194805194805194,0.0129870129870129,0.0064935064935064,0.0064935064935064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129870129870129,0.0129870129870129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194805194805193,0.0129870129870129,0.0064935064935064,0.0064935064935064,0.0,0.0064935064935064,37
2013-01-01,2013,1,0.8594594594594595,0.1837837837837838,0.6756756756756757,0.0,0.0,0.0,0.0054054054054054,0.0,0.0054054054054054,0.0,0.0,0.0,0.0054054054054054,0.0054054054054054,0.0,0.0054054054054054,0.0054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054054054054054,0.0,0.054054054054054,0.0054054054054054,0.0054054054054054,0.0,0.0,0.0,0.0,0.027027027027027,0.0108108108108108,0.0162162162162162,0.027027027027026997,0.0054054054054054,0.0216216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054054054054054,0.0054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054054054054054,0.0,0.0054054054054054,0.0054054054054054,0.0,0.0054054054054054,40
